date,end_of_day,highest,lowest
2021-07-22,47388,47873,47346
2021-07-21,47870,48108,47870
2021-07-20,48079,48113,48051
2021-07-19,48051,48054,48051
2021-07-18,48050,48050,48050
2021-07-17,48050,48413,48050
2021-07-16,48414,48436,48414
2021-07-15,48434,48480,48267
2021-07-14,48229,48323,47818
2021-07-13,47821,47899,47765
2021-07-12,47774,47910,47515
2021-07-11,47906,47920,47906
2021-07-10,47920,47920,47906
2021-07-09,47802,47863,47655
2021-07-08,47944,48259,47682
2021-07-07,47960,47960,47695
2021-07-06,47872,47929,47316
2021-07-05,47312,47366,47260
2021-07-04,47337,47337,47314
2021-07-03,47337,47337,47314
2021-07-02,47231,47442,47021
2021-07-01,47057,47162,46833
2021-08-31,46937,47320,46873
2021-08-30,47252,47560,47241
2021-08-29,47556,47556,47556
2021-08-28,47556,47556,47556
2021-08-27,47271,47525,46971
2021-08-26,47212,47223,47012
2021-08-25,47143,47609,47143
2021-08-24,47590,47700,47488
2021-08-23,47566,47583,47158
2021-08-22,47170,47170,47170
2021-08-21,47170,47170,47170
2021-08-20,47191,47352,47119
2021-08-19,47176,47241,47134
2021-08-18,47122,47418,47122
2021-08-17,47304,47544,46901
2021-08-16,46901,46995,46871
2021-08-15,46930,46930,46930
2021-08-14,46930,46930,46930
2021-08-13,46886,46923,46366
2021-08-12,46321,46557,46287
2021-08-11,46215,46270,45956
2021-08-10,45891,46154,45754
2021-08-09,46154,46664,46025
2021-08-08,46660,46660,46660
2021-08-07,46660,46660,46660
2021-08-06,46688,48454,46687
2021-08-05,48452,48453,47801
2021-08-04,48153,48303,47818
2021-08-03,47869,48134,47821
2021-08-02,47823,47912,47756
2021-08-01,47875,47875,47875
2021-09-30,46232,46232,45579
2021-09-29,45591,45981,45591
2021-09-28,45914,46101,45727
2021-09-27,46024,46195,45945
2021-09-26,45995,45995,45995
2021-09-25,45995,45995,45995
2021-09-24,45944,46095,45841
2021-09-23,46042,46675,46025
2021-09-22,46694,46757,46572
2021-09-21,46660,46660,46148
2021-09-20,46321,46321,45915
2021-09-19,45999,45999,45999
2021-09-18,45999,45999,45999
2021-09-17,45954,46220,45881
2021-09-16,45948,46895,45948
2021-09-15,46918,47283,46918
2021-09-14,47278,47278,46740
2021-09-13,46971,47018,46787
2021-09-12,46786,46786,46786
2021-09-11,46786,46786,46786
2021-09-10,46921,46976,46820
2021-09-09,46815,47048,46815
2021-09-08,46952,47109,46769
2021-09-07,46935,47448,46935
2021-09-06,47387,47509,47387
2021-09-05,47505,47505,47505
2021-09-04,47505,47505,47505
2021-09-03,47499,47499,47001
2021-09-02,47051,47181,46968
2021-09-01,47063,47244,47039
2021-10-31,47607,47607,47607
2021-10-30,47607,47607,47607
2021-10-29,47496,47977,47432
2021-10-28,47869,48132,47869
2021-10-27,47866,47962,47683
2021-10-26,47738,48255,47649
2021-10-25,48220,48251,47791
2021-10-24,47790,47790,47790
2021-10-23,47790,47790,47790
2021-10-22,48159,48160,47398
2021-10-21,47417,47588,47406
2021-10-20,47503,47569,47294
2021-10-19,47365,47584,47296
2021-10-18,47388,47388,47180
2021-10-17,47214,47214,47214
2021-10-16,47214,47214,47214
2021-10-15,47322,47898,47163
2021-10-14,47967,48092,47804
2021-10-13,47947,47947,47141
2021-10-12,47333,47389,47037
2021-10-11,47089,47171,46872
2021-10-10,47016,47016,47016
2021-10-09,47016,47016,47016
2021-10-08,47002,47318,46841
2021-10-07,46831,46970,46733
2021-10-06,46984,46984,46503
2021-10-05,46290,46290,46287
2021-10-04,46287,46290,46284
2021-10-03,46283,46283,46283
2021-10-02,46308,46308,46283
2021-10-01,46312,46330,46183
2021-11-30,47924,48004,47581
2021-11-29,47703,47966,47641
2021-11-28,47654,47654,47575
2021-11-27,47654,47654,47575
2021-11-26,48002,48178,47419
2021-11-25,47495,47579,47404
2021-11-24,47334,47625,47334
2021-11-23,47533,48004,47451
2021-11-22,48238,48880,48119
2021-11-21,48876,48876,48860
2021-11-20,48860,48874,48860
2021-11-19,49112,49249,49020
2021-11-18,49186,49303,49123
2021-11-17,49266,49266,49001
2021-11-16,49276,49549,49276
2021-11-15,49261,49418,49114
2021-11-14,49325,49325,49303
2021-11-13,49303,49317,49303
2021-11-12,49168,49276,48923
2021-11-11,49231,49341,48860
2021-11-10,49206,49206,48186
2021-11-09,48224,48263,47993
2021-11-08,48083,48150,47867
2021-11-07,47955,47955,47955
2021-11-06,47955,47955,47955
2021-11-05,47627,47627,47413
2021-11-04,47584,47584,47021
2021-11-03,46971,47628,46953
2021-11-02,47674,47896,47614
2021-11-01,47873,47873,47608
2021-12-31,48107,48107,47815
2021-12-30,47737,47859,47626
2021-12-29,47735,48048,47632
2021-12-28,48122,48221,48065
2021-12-27,48152,48232,48062
2021-12-26,48113,48113,48113
2021-12-25,48113,48113,48097
2021-12-24,48196,48248,48144
2021-12-23,48113,48317,48113
2021-12-22,48063,48119,47996
2021-12-21,48241,48253,48028
2021-12-20,48308,48630,48308
2021-12-19,48591,48591,48591
2021-12-18,48591,48597,48591
2021-12-17,48642,48767,48642
2021-12-16,48520,48520,48075
2021-12-15,48088,48179,47959
2021-12-14,48076,48347,47938
2021-12-13,48267,48318,48157
2021-12-12,48193,48193,48193
2021-12-11,48193,48193,48161
2021-12-10,48066,48124,47876
2021-12-09,47900,48136,47900
2021-12-08,48010,48285,48010
2021-12-07,47957,48059,47818
2021-12-06,47875,48002,47872
2021-12-05,47925,47925,47030
2021-12-04,47030,47890,47030
2021-12-03,47031,47218,47031
2021-12-02,47581,47787,47579
2021-12-01,47602,47651,47601
2022-01-31,47790,47790,47516
2022-01-30,47600,47600,47600
2022-01-29,47600,47623,47600
2022-01-28,47609,47940,47526
2022-01-27,48190,48856,48035
2022-01-26,48855,48859,48836
2022-01-25,48851,48851,48571
2022-01-24,48428,48584,48246
2022-01-23,48245,48245,48245
2022-01-22,48245,48256,48245
2022-01-21,48438,48512,48225
2022-01-20,48513,48522,48322
2022-01-19,48124,48124,47924
2022-01-18,47994,48025,47819
2022-01-17,47904,47949,47800
2022-01-16,47799,47799,47799
2022-01-15,47799,47808,47799
2022-01-14,47888,47979,47737
2022-01-13,47725,47903,47725
2022-01-12,47799,47832,47663
2022-01-11,47545,47580,47448
2022-01-10,47432,47483,47335
2022-01-09,47479,47479,47479
2022-01-08,47479,47479,47465
2022-01-07,47423,47500,47351
2022-01-06,47555,48029,47435
2022-01-05,48146,48146,47884
2022-01-04,47854,47892,47704
2022-01-03,47892,48124,47833
2022-01-02,48085,48085,48085
2022-01-01,48085,48085,48082
2022-02-28,51067,51172,50225
2022-02-27,50224,50224,50224
2022-02-26,50224,50225,50224
2022-02-25,50316,51570,50245
2022-02-24,51667,52700,50376
2022-02-23,50211,50348,49963
2022-02-22,50264,50635,50102
2022-02-21,50063,50124,49777
2022-02-20,50120,50120,50120
2022-02-19,50120,50120,50120
2022-02-18,50103,50412,49887
2022-02-17,50222,50269,49595
2022-02-16,49516,49516,49296
2022-02-15,49388,50293,49256
2022-02-14,49793,49793,49101
2022-02-13,49100,49100,49100
2022-02-12,49100,49129,49100
2022-02-11,48864,48990,48668
2022-02-10,48843,48843,48666
2022-02-09,48552,48573,48423
2022-02-08,48334,48368,48181
2022-02-07,48111,48179,47930
2022-02-06,47929,47929,47929
2022-02-05,47929,47929,47700
2022-02-04,47704,47942,47001
2022-02-03,47751,48103,47751
2022-02-02,47695,47954,47693
2022-02-01,48046,48103,47584
2022-03-31,51473,51473,50907
2022-03-30,51114,51206,50898
2022-03-29,50718,51534,50486
2022-03-28,51582,51850,51422
2022-03-27,51846,51846,51846
2022-03-26,51846,51846,51845
2022-03-25,51856,52072,51821
2022-03-24,52063,52063,51753
2022-03-23,51682,51719,51299
2022-03-22,51226,51929,51226
2022-03-21,51723,51758,51401
2022-03-20,51475,51475,51475
2022-03-19,51475,51475,51475
2022-03-18,51632,51658,51526
2022-03-17,51784,51784,51146
2022-03-16,51241,51524,51078
2022-03-15,51433,52282,51360
2022-03-14,52238,52861,52238
2022-03-13,52857,52857,52857
2022-03-12,52857,52857,52840
2022-03-11,52549,53225,52284
2022-03-10,53367,53391,52473
2022-03-09,52871,55131,52871
2022-03-08,54462,54462,53433
2022-03-07,53341,53926,52556
2022-03-06,52555,52555,52555
2022-03-05,52555,52555,52549
2022-03-04,52351,52351,51763
2022-03-03,51671,51914,51264
2022-03-02,51531,52053,51506
2022-03-01,51404,51435,50784
2022-04-30,51769,51769,51740
2022-04-29,51777,51823,51252
2022-04-28,51197,51288,50887
2022-04-27,51226,51574,51129
2022-04-26,51707,51707,51397
2022-04-25,51483,52266,51362
2022-04-24,52262,52262,52262
2022-04-23,52262,52262,52262
2022-04-22,52273,52642,52140
2022-04-21,52358,52634,52177
2022-04-20,52602,52759,52333
2022-04-19,52768,53412,52768
2022-04-18,53360,53621,52990
2022-04-17,52989,52989,52989
2022-04-16,52989,52989,52989
2022-04-15,52991,52993,52990
2022-04-14,53042,53090,52858
2022-04-13,53092,53120,52833
2022-04-12,52923,52923,52190
2022-04-11,52319,52644,52037
2022-04-10,52088,52088,52088
2022-04-09,52088,52088,52088
2022-04-08,52107,52145,51701
2022-04-07,51949,51949,51561
2022-04-06,51671,51778,51163
2022-04-05,51401,51401,51196
2022-04-04,51306,51439,51211
2022-04-03,51435,51435,51435
2022-04-02,51435,51435,51300
2022-04-01,51343,51589,51103
2022-05-31,50846,51147,50846
2022-05-30,51052,51103,50916
2022-05-29,50915,50915,50915
2022-05-28,50915,50915,50915
2022-05-27,51007,51050,50862
2022-05-26,50824,50890,50705
2022-05-25,50872,51151,50846
2022-05-24,51160,51160,50936
2022-05-23,50967,51122,50836
2022-05-22,50835,50835,50835
2022-05-21,50835,50835,50835
2022-05-20,50702,50791,50541
2022-05-19,50660,50660,50082
2022-05-18,50117,50183,49893
2022-05-17,50242,50469,50241
2022-05-16,50179,50179,49820
2022-05-15,49888,49888,49888
2022-05-14,49888,49888,49888
2022-05-13,49974,50181,49720
2022-05-12,50529,50910,50501
2022-05-11,50712,50773,50331
2022-05-10,50652,51098,50652
2022-05-09,51095,51358,51029
2022-05-08,51335,51335,51335
2022-05-07,51335,51335,51335
2022-05-06,51389,51389,50901
2022-05-05,51048,51551,50649
2022-05-04,50578,50824,50527
2022-05-03,50986,50986,50625
2022-05-02,50629,51773,50522
2022-05-01,51769,51769,51769
2022-06-30,50499,50885,50499
2022-06-29,50721,51092,50721
2022-06-28,50852,50936,50658
2022-06-27,50715,50982,50619
2022-06-26,50618,50618,50618
2022-06-25,50618,50618,50610
2022-06-24,50621,50714,50504
2022-06-23,50913,50970,50662
2022-06-22,50908,51073,50538
2022-06-21,50852,50863,50722
2022-06-20,50754,50941,50754
2022-06-19,50830,50830,50830
2022-06-18,50830,50830,50815
2022-06-17,50930,51113,50900
2022-06-16,50586,50696,50359
2022-06-15,50490,50849,50196
2022-06-14,50257,50654,50257
2022-06-13,50738,51683,50656
2022-06-12,51679,51679,51679
2022-06-11,51679,51694,51679
2022-06-10,51197,51197,50611
2022-06-09,50883,51113,50844
2022-06-08,51053,51073,50876
2022-06-07,50963,51030,50711
2022-06-06,50904,51128,50903
2022-06-05,50995,51306,50995
2022-06-04,51306,51306,50995
2022-06-03,51308,51310,50789
2022-06-02,50792,50969,50789
2022-06-01,50599,50884,50512
2022-07-31,51426,51426,51426
2022-07-30,51426,51426,51423
2022-07-29,51314,51484,51187
2022-07-28,51320,51320,50723
2022-07-27,50618,50702,50516
2022-07-26,50530,50704,50485
2022-07-25,50449,50725,50449
2022-07-24,50676,50676,50676
2022-07-23,50676,50676,50676
2022-07-22,50778,50783,50360
2022-07-21,50269,50269,49726
2022-07-20,50393,50393,50256
2022-07-19,50313,50456,50244
2022-07-18,50435,50595,50109
2022-07-17,50108,50108,50108
2022-07-16,50108,50108,50095
2022-07-15,49992,50254,49992
2022-07-14,50272,50848,50117
2022-07-13,50759,50759,50314
2022-07-12,50540,50771,50513
2022-07-11,50794,50843,50643
2022-07-10,50839,50839,50839
2022-07-09,50839,50839,50839
2022-07-08,50952,50952,50536
2022-07-07,50671,50773,50503
2022-07-06,50885,51421,50885
2022-07-05,51519,52255,51519
2022-07-04,52135,52266,51911
2022-07-03,51910,51910,51910
2022-07-02,51910,51910,51905
2022-07-01,51791,51910,50537
2022-08-31,50613,50759,50357
2022-08-30,50704,51282,50704
2022-08-29,51207,51332,50919
2022-08-28,51248,51248,51248
2022-08-27,51248,51248,51248
2022-08-26,51283,51718,51283
2022-08-25,51680,51823,51451
2022-08-24,51475,51482,51305
2022-08-23,51462,51462,51114
2022-08-22,51214,51509,50992
2022-08-21,51505,51505,51505
2022-08-20,51505,51505,51505
2022-08-19,51499,51635,51448
2022-08-18,51684,51834,51531
2022-08-17,51694,51948,51694
2022-08-16,51891,52613,51800
2022-08-15,52613,52613,52610
2022-08-14,52609,52609,52609
2022-08-13,52609,52609,52609
2022-08-12,52424,52533,52264
2022-08-11,52376,52473,52023
2022-08-10,52343,52474,52271
2022-08-09,52490,52490,52086
2022-08-08,51997,52028,51852
2022-08-07,51880,52201,51880
2022-08-06,52201,52201,51880
2022-08-05,52202,52205,51551
2022-08-04,51556,52452,51451
2022-08-03,51451,51454,51251
2022-08-02,51251,51554,51251
2022-08-01,51261,51478,51116
2022-09-30,50401,50401,49783
2022-09-29,49903,50015,49378
2022-09-28,49032,49443,49010
2022-09-27,49319,49604,49114
2022-09-26,49488,49642,49315
2022-09-25,49381,49381,49381
2022-09-24,49381,49470,49373
2022-09-23,49411,50033,49333
2022-09-22,50006,50132,49410
2022-09-21,49424,49557,49131
2022-09-20,49192,49441,49138
2022-09-19,49202,49354,49083
2022-09-18,49350,49350,49350
2022-09-17,49350,49350,49350
2022-09-16,49344,49344,48974
2022-09-15,49814,50023,49703
2022-09-14,50081,50134,50023
2022-09-13,50139,50650,50029
2022-09-12,50747,50747,50415
2022-09-11,50530,50530,50530
2022-09-10,50530,50530,50530
2022-09-09,50434,50705,50371
2022-09-08,50302,50710,50302
2022-09-07,50445,50445,50024
2022-09-06,50352,50665,50330
2022-09-05,50473,50509,50374
2022-09-04,50373,50373,50373
2022-09-03,50373,50373,50373
2022-09-02,50477,50477,50057
2022-09-01,49896,50406,49896
2022-10-31,50449,50449,50236
2022-10-30,50235,50235,50235
2022-10-29,50235,50235,50235
2022-10-28,50292,50786,50292
2022-10-27,50723,50824,50603
2022-10-26,50713,50755,50624
2022-10-25,50642,50748,50355
2022-10-24,50528,50655,50527
2022-10-23,50625,50625,50625
2022-10-22,50625,50625,50625
2022-10-21,50313,50386,49970
2022-10-20,50293,50439,50084
2022-10-19,50363,50533,50363
2022-10-18,50493,50716,50328
2022-10-17,50492,50600,50291
2022-10-16,50290,50290,50290
2022-10-15,50290,50291,50211
2022-10-14,50518,50951,50518
2022-10-13,50549,51128,50543
2022-10-12,50946,51212,50783
2022-10-11,50919,51051,50768
2022-10-10,51155,51972,51155
2022-10-09,51968,51968,51968
2022-10-08,51968,51968,51900
2022-10-07,51838,51984,51483
2022-10-06,51997,51997,51481
2022-10-05,51481,51484,51029
2022-10-04,50801,50804,50131
2022-10-03,50132,50134,50028
2022-10-02,50027,50027,50027
2022-10-01,50027,50230,50027
2022-11-30,52502,52612,52301
2022-11-29,52428,52544,52172
2022-11-28,52365,52655,52365
2022-11-27,52545,52545,52545
2022-11-26,52545,52559,52545
2022-11-25,52473,52719,52436
2022-11-24,52700,52741,52456
2022-11-23,52429,52429,52201
2022-11-22,52408,52484,52301
2022-11-21,52370,52603,52316
2022-11-20,52599,52599,52599
2022-11-19,52599,52599,52595
2022-11-18,52562,52956,52562
2022-11-17,52885,53049,52815
2022-11-16,53062,53172,52728
2022-11-15,52763,53046,52726
2022-11-14,52715,52715,52339
2022-11-13,52338,52338,52338
2022-11-12,52338,52344,52338
2022-11-11,52253,52528,52090
2022-11-10,52020,52027,51499
2022-11-09,51599,51644,51369
2022-11-08,50777,50947,50611
2022-11-07,51006,51033,50844
2022-11-06,50850,50850,50850
2022-11-05,50850,50850,50850
2022-11-04,50839,50839,50161
2022-11-03,50137,50634,50018
2022-11-02,50616,50823,50516
2022-11-01,50528,50633,50305
2022-12-31,54973,54973,54971
2022-12-30,54957,55090,54922
2022-12-29,54952,54952,54676
2022-12-28,54828,55034,54625
2022-12-27,54853,54898,54672
2022-12-26,54649,54743,54571
2022-12-25,54570,54570,54570
2022-12-24,54570,54585,54570
2022-12-23,54536,54656,54449
2022-12-22,54681,55101,54681
2022-12-21,55142,55142,54863
2022-12-20,54842,54842,54263
2022-12-19,54326,54485,54316
2022-12-18,54338,54338,54338
2022-12-17,54338,54338,54301
2022-12-16,54297,54297,54049
2022-12-15,54288,54679,54023
2022-12-14,54729,54861,54616
2022-12-13,54902,54902,54093
2022-12-12,54224,54303,54115
2022-12-11,54299,54299,54299
2022-12-10,54299,54299,54295
2022-12-09,54283,54378,54054
2022-12-08,54156,54156,53957
2022-12-07,53939,53939,53727
2022-12-06,53816,53923,53218
2022-12-05,53393,53668,53267
2022-12-04,53393,53393,53393
2022-12-03,53393,53393,53393
2022-12-02,53208,53462,53208
2022-12-01,53102,53102,52463
2023-01-31,56881,56914,56633
2023-01-30,56748,57092,56748
2023-01-29,56865,56865,56865
2023-01-28,56865,56885,56865
2023-01-27,56755,57014,56647
2023-01-26,57013,57014,56982
2023-01-25,56877,56982,56774
2023-01-24,56922,57093,56889
2023-01-23,56553,56830,56553
2023-01-22,56659,56659,56659
2023-01-21,56659,56683,56659
2023-01-20,56667,56833,56548
2023-01-19,56441,56498,56268
2023-01-18,56518,56518,56138
2023-01-17,56404,56486,56333
2023-01-16,56492,56534,56343
2023-01-15,56342,56350,56342
2023-01-14,56350,56350,56342
2023-01-13,56221,56227,55875
2023-01-12,55808,55930,55682
2023-01-11,55658,55901,55658
2023-01-10,55787,55935,55712
2023-01-09,56053,56161,55731
2023-01-08,55730,55730,55730
2023-01-07,55730,55747,55730
2023-01-06,55485,55585,55265
2023-01-05,55316,55861,55316
2023-01-04,55879,55996,55540
2023-01-03,55719,55754,55171
2023-01-02,55183,55186,54974
2023-01-01,54973,54973,54973
2023-02-28,55417,55486,55162
2023-02-27,55427,55433,55309
2023-02-26,55429,55429,55429
2023-02-25,55429,55430,55429
2023-02-24,55459,55749,55443
2023-02-23,55742,56108,55617
2023-02-22,56174,56302,56131
2023-02-21,56121,56223,56022
2023-02-20,56302,56340,56208
2023-02-19,56270,56270,56270
2023-02-18,56270,56270,56257
2023-02-17,55850,56249,55732
2023-02-16,55958,56214,55958
2023-02-15,56165,56826,56109
2023-02-14,56635,56851,56494
2023-02-13,56676,56863,56641
2023-02-12,56756,56756,56756
2023-02-11,56756,56775,56756
2023-02-10,56803,56874,56521
2023-02-09,57191,57334,57191
2023-02-08,57024,57363,57024
2023-02-07,57111,57168,56987
2023-02-06,57066,57170,56581
2023-02-05,56580,57700,56580
2023-02-04,56580,57700,56580
2023-02-03,57204,58004,57204
2023-02-02,57954,58704,57887
2023-02-01,57847,58062,57103
2023-03-31,59511,59579,59351
2023-03-30,58975,58991,58863
2023-03-29,58990,59114,58805
2023-03-28,58901,58901,58554
2023-03-27,58616,59381,58461
2023-03-26,59377,59377,59377
2023-03-25,59377,59377,59377
2023-03-24,59724,59872,59324
2023-03-23,59238,59303,58742
2023-03-22,58741,58741,58505
2023-03-21,58971,59658,58836
2023-03-20,59391,60317,59349
2023-03-19,59430,59430,59430
2023-03-18,59430,59430,59430
2023-03-17,59106,59106,58017
2023-03-16,58368,58441,57886
2023-03-15,58259,58275,57107
2023-03-14,57466,57699,57276
2023-03-13,57541,57541,56112
2023-03-12,56111,56111,56111
2023-03-11,56111,56120,56111
2023-03-10,55957,55957,55283
2023-03-09,55290,55290,54796
2023-03-08,55002,55036,54860
2023-03-07,55305,55783,55305
2023-03-06,55878,55954,55725
2023-03-05,55724,55724,55724
2023-03-04,55724,55735,55724
2023-03-03,55644,55874,55644
2023-03-02,55847,55904,55765
2023-03-01,55936,55936,55660
2023-04-30,59944,59944,59944
2023-04-29,59944,59944,59944
2023-04-28,59883,59900,59733
2023-04-27,59701,60251,59644
2023-04-26,60305,60344,60084
2023-04-25,60001,60191,59785
2023-04-24,59884,59908,59631
2023-04-23,59864,59864,59864
2023-04-22,59864,59864,59864
2023-04-21,59756,60507,59738
2023-04-20,60491,60557,60203
2023-04-19,60239,60509,59697
2023-04-18,60507,60507,60166
2023-04-17,59937,60593,59937
2023-04-16,60339,60339,60339
2023-04-15,60339,60339,60339
2023-04-14,60342,61255,60342
2023-04-13,61052,61263,60626
2023-04-12,60571,60992,60407
2023-04-11,60474,60583,60039
2023-04-10,60004,60519,60004
2023-04-09,60515,60515,60515
2023-04-08,60515,60515,60515
2023-04-07,60519,60519,60516
2023-04-06,60542,60854,60435
2023-04-05,60802,60826,60603
2023-04-04,60523,60524,59676
2023-04-03,59727,59727,59062
2023-04-02,59371,59371,59371
2023-04-01,59371,59371,59371
2023-05-31,60214,60223,59841
2023-05-30,59888,59944,59290
2023-05-29,59583,59620,59311
2023-05-28,59370,59370,59370
2023-05-27,59370,59370,59370
2023-05-26,59301,59623,59301
2023-05-25,59499,59911,59457
2023-05-24,60077,60329,60001
2023-05-23,60051,60240,59771
2023-05-22,60238,60396,60176
2023-05-21,60386,60386,60386
2023-05-20,60386,60386,60386
2023-05-19,59840,59915,59718
2023-05-18,59637,60146,59637
2023-05-17,60186,60386,60133
2023-05-16,60679,61024,60679
2023-05-15,60901,61104,60877
2023-05-14,60891,60891,60891
2023-05-13,60891,60891,60891
2023-05-12,60815,61011,60546
2023-05-11,61017,61449,60919
2023-05-10,61223,61559,61203
2023-05-09,61233,61318,60930
2023-05-08,60951,60971,60626
2023-05-07,60625,60625,60625
2023-05-06,60625,60625,60625
2023-05-05,60482,61592,60329
2023-05-04,61733,61733,60922
2023-05-03,60806,60806,60589
2023-05-02,60505,60505,59726
2023-05-01,59848,60287,59848
2023-06-30,58138,58138,57836
2023-06-29,58102,58102,57783
2023-06-28,57984,58167,57971
2023-06-27,58245,58525,58245
2023-06-26,58425,58658,58301
2023-06-25,58300,58300,58300
2023-06-24,58300,58300,58300
2023-06-23,58512,58703,58134
2023-06-22,58268,58719,58268
2023-06-21,58703,58861,58540
2023-06-20,58792,59361,58792
2023-06-19,59217,59376,59142
2023-06-18,59372,59372,59372
2023-06-17,59372,59372,59372
2023-06-16,59351,59529,59246
2023-06-15,59240,59294,58729
2023-06-14,59354,59406,59164
2023-06-13,59441,59822,59441
2023-06-12,59603,59901,59524
2023-06-11,59820,59820,59820
2023-06-10,59820,59820,59820
2023-06-09,59879,59937,59794
2023-06-08,59971,59984,59436
2023-06-07,59830,60062,59551
2023-06-06,59552,60043,59550
2023-06-05,59553,59776,59420
2023-06-04,59750,59750,59750
2023-06-03,59750,59750,59750
2023-06-02,59801,60353,59801
2023-06-01,60048,60184,59701
2023-07-31,59447,59553,59202
2023-07-30,59425,59425,59425
2023-07-29,59425,59425,59425
2023-07-28,59313,59313,58976
2023-07-27,58854,59671,58854
2023-07-26,59417,59566,59156
2023-07-25,59131,59183,59063
2023-07-24,59160,59302,59145
2023-07-23,59298,59298,59298
2023-07-22,59298,59298,59298
2023-07-21,59283,59562,59283
2023-07-20,59520,59958,59520
2023-07-19,59670,59845,59670
2023-07-18,59894,59894,59123
2023-07-17,59059,59338,59004
2023-07-16,59334,59334,59334
2023-07-15,59334,59334,59334
2023-07-14,59318,59332,59211
2023-07-13,59276,59338,59184
2023-07-12,59165,59165,58752
2023-07-11,58781,58882,58646
2023-07-10,58624,58794,58439
2023-07-09,58791,58791,58791
2023-07-08,58791,58791,58791
2023-07-07,58885,58885,58332
2023-07-06,58334,58624,58154
2023-07-05,58432,58652,58409
2023-07-04,58469,58540,58279
2023-07-03,58440,58440,58020
2023-07-02,58189,58189,58189
2023-07-01,58189,58189,58189
2023-08-31,59400,59531,59400
2023-08-30,59510,59510,59325
2023-08-29,59195,59195,58897
2023-08-28,58833,58833,58636
2023-08-27,58635,58635,58635
2023-08-26,58635,58635,58635
2023-08-25,58598,58806,58598
2023-08-24,58884,58884,58726
2023-08-23,58769,58769,58542
2023-08-22,58493,58671,58432
2023-08-21,58322,58585,58322
2023-08-20,58380,58380,58380
2023-08-19,58380,58380,58380
2023-08-18,58486,58583,58293
2023-08-17,58536,58679,58416
2023-08-16,58780,58979,58752
2023-08-15,58979,58979,58976
2023-08-14,58910,59014,58858
2023-08-13,58906,58906,58906
2023-08-12,58906,58906,58906
2023-08-11,59015,59015,58783
2023-08-10,58780,59045,58780
2023-08-09,59235,59347,59235
2023-08-08,59422,59451,59379
2023-08-07,58954,59544,58954
2023-08-06,59541,59541,58951
2023-08-05,58951,59541,58951
2023-08-04,59400,59401,59004
2023-08-03,59189,59193,58853
2023-08-02,59163,59334,58940
2023-08-01,59037,59652,59037
2023-09-30,57096,57096,57096
2023-09-29,57315,57544,57152
2023-09-28,57349,57731,57349
2023-09-27,57944,58441,57903
2023-09-26,58523,58697,58523
2023-09-25,58792,58953,58792
2023-09-24,58941,58941,58941
2023-09-23,58941,58941,58941
2023-09-22,58938,58938,58789
2023-09-21,58833,59420,58723
2023-09-20,59411,59411,59123
2023-09-19,59363,59367,59256
2023-09-18,59167,59176,58814
2023-09-17,58813,58813,58813
2023-09-16,58813,58813,58813
2023-09-15,58833,58835,58583
2023-09-14,58535,58589,58433
2023-09-13,58625,58659,58536
2023-09-12,58604,58977,58538
2023-09-11,58927,59064,58901
2023-09-10,58900,58900,58900
2023-09-09,58900,58900,58900
2023-09-08,59104,59180,58996
2023-09-07,59032,59098,58994
2023-09-06,59062,59263,59062
2023-09-05,59227,59438,59227
2023-09-04,59392,59547,59392
2023-09-03,59395,59395,59395
2023-09-02,59395,59395,59395
2023-09-01,59392,59588,59280
2023-10-31,61241,61292,61152
2023-10-30,61254,61350,61171
2023-10-29,61238,61238,61238
2023-10-28,61238,61238,61238
2023-10-27,60880,60992,60810
2023-10-26,60771,61063,60714
2023-10-25,60629,60872,60479
2023-10-24,60206,60603,60206
2023-10-23,60646,60774,60486
2023-10-22,60725,60725,60725
2023-10-21,60725,60725,60725
2023-10-20,60885,60885,60361
2023-10-19,59892,60069,59851
2023-10-18,59914,60200,59191
2023-10-17,59319,59403,59037
2023-10-16,59148,59434,58944
2023-10-15,59430,59430,59430
2023-10-14,59430,59430,59430
2023-10-13,59138,59138,57897
2023-10-12,57947,58219,57946
2023-10-11,57884,57986,57624
2023-10-10,57538,57709,57538
2023-10-09,57476,57481,56900
2023-10-08,56898,56898,56898
2023-10-07,56898,56898,56150
2023-10-06,56693,56731,56151
2023-10-05,56076,56433,56076
2023-10-04,56404,56635,56202
2023-10-03,56387,57109,56227
2023-10-02,57097,57100,57097
2023-10-01,57096,57096,57096
2023-11-30,62535,62624,62447
2023-11-29,62561,62561,62327
2023-11-28,61921,61921,61536
2023-11-27,61553,61667,61372
2023-11-26,61371,61371,61371
2023-11-25,61371,61371,61365
2023-11-24,61333,61333,61071
2023-11-23,61098,61180,61031
2023-11-22,61281,61321,61121
2023-11-21,61346,61346,60672
2023-11-20,60537,60748,60469
2023-11-19,60743,60743,60743
2023-11-18,60743,60743,60723
2023-11-17,60692,60974,60692
2023-11-16,60644,60644,60121
2023-11-15,60036,60386,60036
2023-11-14,60221,60221,59813
2023-11-13,59566,59779,59566
2023-11-12,59775,60742,59775
2023-11-11,60742,60742,60742
2023-11-10,60746,60746,60743
2023-11-09,60744,60746,60743
2023-11-08,60743,60746,60743
2023-11-07,60746,60746,60743
2023-11-06,60744,60746,60743
2023-11-05,60742,60742,60742
2023-11-04,60742,60742,60742
2023-11-03,60745,60746,60743
2023-11-02,60744,60746,60743
2023-11-01,60749,61241,60746
